ID_PROVA_BRASIL,ID_ESCOLA,IN_PUBLICA,ID_LOCALIZACAO,ID_TURMA,ID_SERIE,ID_ALUNO,IN_SITUACAO_CENSO,IN_PREENCHIMENTO_PROVA,PESO_ALUNO_LP,PESO_ALUNO_MT,PROFICIENCIA_LP,PROFICIENCIA_LP_SAEB,PROFICIENCIA_MT,PROFICIENCIA_MT_SAEB,IN_PREENCHIMENTO_QUESTIONARIO,Qual é a sua cor ou raça?,Na sua casa tem televisão?,Na sua casa tem geladeira?,Na sua casa tem máquina de lavar roupa?,Na sua casa tem carro?,Na sua casa tem computador?,Na sua casa tem banheiro?,Na sua casa tem quartos para dormir?,"Normalmente, quem mora na sua casa? - Mãe (mães ou madrasta).",Qual é a maior escolaridade da sua mãe (ou mulher responsável por você)?,"Normalmente, quem mora na sua casa? - Pai (pais ou padrasto).",Qual é a maior escolaridade de seu pai (ou homem responsável por você)?,Seus pais ou responsáveis vão à reunião de pais?,"Fora da escola em dias de aula, quanto tempo você usa para: - Lazer (TV, internet, brincar, música etc.).","Fora da escola em dias de aula, quanto tempo você usa para: - Trabalhar em casa (lavar louça, limpar quintal, cuidar dos irmãos).",Você já foi reprovado(a)?,Alguma vez você abandonou a escola deixando de frequentá-la até o final do ano escolar?,Seus pais ou responsáveis incentivam você a estudar?,Seus pais ou responsáveis incentivam você a fazer o dever de casa e/ou os trabalhos da escola?,Seus pais ou responsáveis incentivam você a ir a escola e/ou não faltar às aulas?,Seus pais ou responsáveis conversam com você sobre o que acontece na escola?,Atualmente você trabalha fora de casa (recebendo ou não um salário)?,Na sua casa tem: - Freezer (independente ou segunda porta da geladeira).
2015,61175865,0,1,723959,12,21290069,1,1,"5,8574006","5,8574006","1,193668","315,748174","2,179215","371,76578",1,Branco(a),"Sim, três ou mais","Sim, duas",Sim,"Sim, três ou mais","Sim, três ou mais","Sim, dois","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Não,Ensino Médio completo,Não,Mais de 2 horas,Menos de 1 hora,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
2015,61175865,0,1,723959,12,21290068,1,1,"5,8574006","5,8574006","2,106011","366,012218","0,887003","299,541044",1,Branco(a),"Sim, duas","Sim, uma",Sim,Não,"Sim, três ou mais","Sim, dois","Sim, três ou mais",Sim,Ensino Médio completo,Não,Ensino Superior completo (faculdade ou graduação),Não,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Não,Sim,Não,Sim,Não,Não,Sim
2015,61175865,0,1,723959,12,21290066,1,1,"5,8574006","5,8574006","1,101946","310,694901","0,605037","283,781307",1,Branco(a),"Sim, duas","Sim, uma",Sim,"Sim, um","Sim, dois","Sim, dois","Sim, dois",Sim,Ensino Superior completo (faculdade ou graduação),Não,Ensino Médio completo,Sim,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
2015,61175865,0,1,723959,12,21290065,1,1,"5,8574006","5,8574006","1,654456","341,134535","1,717821","345,977396",1,Branco(a),"Sim, três ou mais","Sim, duas",Sim,"Sim, três ou mais","Sim, três ou mais","Sim, três ou mais","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Sim,Ensino Superior completo (faculdade ou graduação),Sim,Mais de 2 horas,Menos de 1 hora,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
2015,61175865,0,1,723959,12,21290064,1,1,"5,8574006","5,8574006","1,489547","332,049143","1,853631","353,568133",1,Não quero declarar,"Sim, três ou mais","Sim, uma",Sim,"Sim, três ou mais","Sim, um","Sim, três ou mais","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Sim,Ensino Superior completo (faculdade ou graduação),Não,Entre 1 e 2 horas,Não uso meu tempo para isso,Não,Não,Sim,Sim,Sim,Não respondeu/Não soube responder,Não,Sim
2015,61175865,0,1,723959,12,21290063,1,1,"5,8574006","5,8574006","1,850191","351,918234","-0,010244","249,39182",1,Não quero declarar,"Sim, duas","Sim, uma",Sim,"Sim, dois","Sim, dois","Sim, um","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Sim,Ensino Médio completo,Sim,Entre 1 e 2 horas,Mais de 2 horas,Não respondeu/Não soube responder,Não,Sim,Sim,Sim,Sim,Não,Sim
2015,61175865,0,1,723959,12,21290061,1,1,"5,8574006","5,8574006","1,535847","334,599966","2,239526","375,136703",1,Pardo(a),"Sim, uma","Sim, uma",Sim,"Sim, um",Não,"Sim, dois","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Não,Não sei,Não,Mais de 2 horas,Entre 1 e 2 horas,Não,Não,Sim,Não,Sim,Não,Não,Sim
2015,61175865,0,1,723959,12,21290060,1,1,"5,8574006","5,8574006","1,347173","324,205281","2,052572","364,687408",1,Branco(a),Não respondeu/Não soube responder,"Sim, uma",Sim,"Sim, dois","Sim, três ou mais","Sim, três ou mais","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Sim,Ensino Superior completo (faculdade ou graduação),Sim,Entre 1 e 2 horas,Não uso meu tempo para isso,Não,Não,Sim,Sim,Sim,Sim,Não,Não
2015,61175865,0,1,723959,12,21290057,1,1,"5,8574006","5,8574006","1,27942","320,47254","1,336234","324,64961",1,Pardo(a),"Sim, duas","Sim, uma",Sim,"Sim, dois","Sim, um","Sim, dois","Sim, dois",Sim,Ensino Superior completo (faculdade ou graduação),Sim,Ensino Superior completo (faculdade ou graduação),Não,Menos de 1 hora,Entre 1 e 2 horas,Não,Não,Não,Não,Sim,Sim,Não,Sim
2015,61175865,0,1,723959,12,21290056,1,1,"5,8574006","5,8574006","1,303885","321,820399","1,429194","329,845361",1,Branco(a),"Sim, duas","Sim, uma",Sim,"Sim, dois","Sim, dois","Sim, três ou mais","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Sim,Ensino Superior completo (faculdade ou graduação),Sim,Entre 1 e 2 horas,Menos de 1 hora,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
2015,61175865,0,1,723959,12,21290054,1,1,"5,8574006","5,8574006","2,322028","377,913321","1,260954","320,442035",1,Branco(a),"Sim, três ou mais","Sim, uma",Sim,"Sim, três ou mais","Sim, três ou mais","Sim, três ou mais","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Sim,Ensino Superior completo (faculdade ou graduação),Não,Menos de 1 hora,Menos de 1 hora,Não,Não,Sim,Não,Não,Sim,Não,Sim
2015,61175865,0,1,723959,12,21290053,1,1,"5,8574006","5,8574006","1,862418","352,591861","2,725577","402,303224",1,Pardo(a),"Sim, três ou mais","Sim, uma",Sim,"Sim, um","Sim, três ou mais","Sim, dois","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Não,Ensino Superior completo (faculdade ou graduação),Não,Menos de 1 hora,Menos de 1 hora,Não,Não,Sim,Sim,Não,Não,Não,Não respondeu/Não soube responder
2015,61175865,0,1,723959,12,21290052,1,1,"5,8574006","5,8574006","2,445182","384,698289","1,502268","333,929637",1,Branco(a),Não respondeu/Não soube responder,"Sim, uma",Sim,"Sim, dois","Sim, dois","Sim, dois","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Sim,Ensino Médio completo,Não,Mais de 2 horas,Menos de 1 hora,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
2015,61175865,0,1,723959,12,21290050,1,1,"5,8574006","5,8574006","1,389398","326,531598","1,803061","350,741658",1,Branco(a),"Sim, duas","Sim, uma",Sim,"Sim, dois","Sim, um","Sim, três ou mais","Sim, três ou mais",Sim,Ensino Fundamental completo,Sim,Ensino Superior completo (faculdade ou graduação),Não,Mais de 2 horas,Menos de 1 hora,Não,Não,Sim,Não,Sim,Não,Não,Sim
2015,61175865,0,1,723959,12,21290049,1,1,"5,8574006","5,8574006","1,501912","332,730373","1,355415","325,721681",1,Branco(a),"Sim, três ou mais","Sim, uma",Sim,"Sim, um","Sim, três ou mais","Sim, dois","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Não,Ensino Médio completo,Sim,Mais de 2 horas,Menos de 1 hora,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
2015,61175865,0,1,723959,12,21290048,1,1,"5,8574006","5,8574006","1,391411","326,642501","1,194241","316,713291",1,Pardo(a),"Sim, três ou mais","Sim, duas",Sim,"Sim, três ou mais","Sim, três ou mais","Sim, três ou mais","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Sim,Ensino Superior completo (faculdade ou graduação),Não,Mais de 2 horas,Não uso meu tempo para isso,Não,Não,Sim,Sim,Sim,Não,Não,Sim
2015,61175865,0,1,723959,12,21290047,1,1,"5,8574006","5,8574006","1,417149","328,060494","1,96512","359,799512",1,Preto(a),"Sim, três ou mais","Sim, duas",Sim,"Sim, dois","Sim, um","Sim, três ou mais","Sim, três ou mais",Sim,Ensino Médio completo,Sim,"Ensino Fundamental, até o 5º ano",Sim,Mais de 2 horas,Menos de 1 hora,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
2015,61175865,0,1,723959,12,21290046,1,1,"5,8574006","5,8574006","1,58457","337,28428","2,430314","385,800288",1,Pardo(a),"Sim, três ou mais","Sim, uma",Sim,"Sim, um","Sim, um","Sim, dois","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Não respondeu/Não soube responder,Ensino Superior completo (faculdade ou graduação),Sim,Entre 1 e 2 horas,Menos de 1 hora,Não,Não,Sim,Sim,Sim,Não,Não,Não
2015,61175865,0,1,723959,12,21290045,1,1,"5,8574006","5,8574006","1,466806","330,796265","1,944774","358,662327",1,Não quero declarar,"Sim, duas","Sim, uma",Sim,"Sim, três ou mais","Sim, um","Sim, três ou mais","Sim, três ou mais",Sim,Ensino Médio completo,Sim,Ensino Médio completo,Sim,Entre 1 e 2 horas,Menos de 1 hora,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
2015,61175865,0,1,723959,12,21290044,1,1,"5,8574006","5,8574006","2,264037","374,718402","2,511427","390,333882",1,Branco(a),"Sim, duas","Sim, uma",Sim,"Sim, dois","Sim, um","Sim, dois","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Sim,Ensino Superior completo (faculdade ou graduação),Não,Menos de 1 hora,Entre 1 e 2 horas,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim
2015,61175865,0,1,723959,12,21290051,1,1,"5,8574006","5,8574006","1,236307","318,0973","2,138045","369,464693",1,Branco(a),"Sim, três ou mais","Sim, uma",Sim,"Sim, dois","Sim, três ou mais","Sim, três ou mais","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Sim,Ensino Superior completo (faculdade ou graduação),Sim,Entre 1 e 2 horas,Menos de 1 hora,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
2015,61175865,0,1,723958,12,21290041,1,1,"5,8574006","5,8574006","1,344937","324,082092","1,920275","357,293021",1,Branco(a),"Sim, duas","Sim, uma",Sim,"Sim, três ou mais","Sim, três ou mais","Sim, dois","Sim, três ou mais",Sim,Ensino Médio completo,Sim,Ensino Médio completo,Não,Entre 1 e 2 horas,Não uso meu tempo para isso,Não,Não,Sim,Não,Sim,Não respondeu/Não soube responder,Não,Sim
2015,61175865,0,1,723958,12,21290040,1,1,"5,8574006","5,8574006","0,747233","291,152569","1,44785","330,888088",1,Não quero declarar,"Sim, três ou mais","Sim, uma",Sim,"Sim, dois","Sim, dois","Sim, dois","Sim, três ou mais",Não,Ensino Médio completo,Sim,Ensino Fundamental completo,Sim,Entre 1 e 2 horas,Entre 1 e 2 horas,"Sim, uma vez",Não,Sim,Sim,Sim,Sim,Não,Sim
2015,61175865,0,1,723959,12,21290059,1,1,"5,8574006","5,8574006","0,860618","297,39933","1,113373","312,19339",1,Amarelo(a),"Sim, três ou mais","Sim, uma",Sim,"Sim, três ou mais","Sim, três ou mais","Sim, dois","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Sim,Ensino Superior completo (faculdade ou graduação),Não,Entre 1 e 2 horas,Menos de 1 hora,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
2015,61175865,0,1,723958,12,21290039,1,1,"5,8574006","5,8574006","-0,315329","232,612455","1,654884","342,4597",1,Indígena,"Sim, duas","Sim, uma",Sim,"Sim, um","Sim, dois","Sim, um","Sim, dois",Sim,Ensino Superior completo (faculdade ou graduação),Não,Ensino Superior completo (faculdade ou graduação),Sim,Entre 1 e 2 horas,Menos de 1 hora,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
2015,61175865,0,1,723958,12,21290038,1,1,"5,8574006","5,8574006","2,495286","387,458687","2,31532","379,373006",1,Branco(a),"Sim, duas","Sim, uma",Sim,"Sim, um","Sim, três ou mais","Sim, dois","Sim, dois",Sim,Ensino Superior completo (faculdade ou graduação),Não,Ensino Superior completo (faculdade ou graduação),Sim,Mais de 2 horas,Menos de 1 hora,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
2015,61175865,0,1,723958,12,21290037,1,1,"5,8574006","5,8574006","1,6813","342,613461","2,565705","393,367606",1,Pardo(a),"Sim, duas","Sim, uma",Sim,"Sim, um","Sim, dois","Sim, dois","Sim, dois",Sim,Ensino Superior completo (faculdade ou graduação),Não,Ensino Superior completo (faculdade ou graduação),Sim,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Não,Sim,Sim,Sim,Sim,Não respondeu/Não soube responder,Sim
2015,61175865,0,1,723958,12,21290036,1,1,"5,8574006","5,8574006","1,679162","342,495671","2,500949","389,748243",1,Branco(a),"Sim, três ou mais","Sim, uma",Sim,"Sim, um","Sim, dois","Sim, três ou mais","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Sim,Ensino Superior completo (faculdade ou graduação),Sim,Menos de 1 hora,Menos de 1 hora,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
2015,61175865,0,1,723958,12,21290035,1,1,"5,8574006","5,8574006","1,680929","342,593021","2,149519","370,106002",1,Branco(a),"Sim, duas","Sim, uma",Sim,"Sim, um","Sim, um","Sim, dois","Sim, três ou mais",Sim,Ensino Médio completo,Não,Ensino Superior completo (faculdade ou graduação),Sim,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
2015,61175865,0,1,723958,12,21290034,1,1,"5,8574006","5,8574006","1,801212","349,219816","2,398801","384,038953",1,Pardo(a),"Sim, duas","Sim, uma",Sim,"Sim, um","Sim, um","Sim, um","Sim, dois",Sim,Ensino Superior completo (faculdade ou graduação),Sim,Ensino Médio completo,Sim,Entre 1 e 2 horas,Menos de 1 hora,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
2015,61175865,0,1,723958,12,21290033,1,1,"5,8574006","5,8574006","1,480928","331,574294","1,244907","319,545131",1,Branco(a),"Sim, duas","Sim, uma",Sim,"Sim, três ou mais","Sim, três ou mais","Sim, três ou mais","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Sim,Ensino Superior completo (faculdade ou graduação),Sim,Mais de 2 horas,Menos de 1 hora,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
2015,61175865,0,1,723958,12,21290032,1,1,"5,8574006","5,8574006","1,532491","334,415073","2,369858","382,421261",1,Branco(a),"Sim, três ou mais","Sim, uma",Sim,"Sim, dois","Sim, três ou mais","Sim, três ou mais","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Sim,Ensino Superior completo (faculdade ou graduação),Sim,Entre 1 e 2 horas,Menos de 1 hora,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
2015,61175865,0,1,723958,12,21290030,1,1,"5,8574006","5,8574006","1,439502","329,291996","3,424474","441,366205",1,Branco(a),"Sim, duas","Sim, uma",Sim,"Sim, um","Sim, dois","Sim, três ou mais","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Sim,Ensino Médio completo,Sim,Entre 1 e 2 horas,Menos de 1 hora,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
2015,61175865,0,1,723958,12,21290029,1,1,"5,8574006","5,8574006","1,876598","353,373084","1,211539","317,680116",1,Branco(a),"Sim, três ou mais","Sim, uma",Sim,"Sim, dois","Sim, dois","Sim, dois","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Sim,Ensino Superior completo (faculdade ou graduação),Não,Mais de 2 horas,Menos de 1 hora,Não,Não,Sim,Sim,Sim,Não,Não,Sim
2015,61175865,0,1,723958,12,21290028,1,1,"5,8574006","5,8574006","1,369459","325,433092","1,873523","354,679943",1,Branco(a),"Sim, duas","Sim, uma",Sim,"Sim, dois","Sim, dois","Sim, dois","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Sim,Ensino Superior completo (faculdade ou graduação),Não,Mais de 2 horas,Entre 1 e 2 horas,"Sim, duas vezes ou mais",Não,Sim,Sim,Sim,Sim,Sim,Sim
2015,61175865,0,1,723959,12,21290071,1,1,"5,8574006","5,8574006","2,248572","373,866383","3,430506","441,703347",1,Pardo(a),"Sim, duas","Sim, uma",Sim,"Sim, dois","Sim, um","Sim, um","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Sim,Ensino Superior completo (faculdade ou graduação),Não,Mais de 2 horas,Menos de 1 hora,Não,Não,Sim,Não,Sim,Sim,Não,Sim
2015,61175865,0,1,723958,12,21290027,1,1,"5,8574006","5,8574006","2,225985","372,621989","1,572163","337,836231",1,Amarelo(a),"Sim, três ou mais","Sim, três ou mais",Sim,"Sim, dois","Sim, três ou mais","Sim, três ou mais","Sim, três ou mais",Não,Ensino Superior completo (faculdade ou graduação),Sim,Ensino Superior completo (faculdade ou graduação),Não,Menos de 1 hora,Menos de 1 hora,Não,Não,Sim,Sim,Sim,Não,Não,Sim
2015,61175865,0,1,723958,12,21290026,1,1,"5,8574006","5,8574006","0,852122","296,931256","1,60703","339,785029",1,Não respondeu/Não soube responder,"Sim, três ou mais","Sim, duas",Sim,"Sim, três ou mais","Sim, três ou mais","Sim, três ou mais","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Sim,Ensino Superior completo (faculdade ou graduação),Sim,Entre 1 e 2 horas,Menos de 1 hora,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
2015,61175865,0,1,723959,12,21290075,1,1,"5,8574006","5,8574006","2,454367","385,204322","2,749823","403,65839",1,Branco(a),"Sim, uma","Sim, uma",Sim,"Sim, dois","Sim, dois","Sim, um","Sim, um",Sim,Ensino Médio completo,Sim,Ensino Superior completo (faculdade ou graduação),Não,Mais de 2 horas,Menos de 1 hora,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
2015,61175865,0,1,723958,12,21290025,1,1,"5,8574006","5,8574006","1,196469","315,902491","3,042371","420,009579",1,Pardo(a),"Sim, três ou mais","Sim, uma",Sim,"Sim, três ou mais","Sim, dois","Sim, três ou mais","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Não,Ensino Superior completo (faculdade ou graduação),Sim,Mais de 2 horas,Menos de 1 hora,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
2015,61175865,0,1,723958,12,21290024,1,1,"5,8574006","5,8574006","2,170242","369,55092","2,451317","386,974195",1,Branco(a),"Sim, uma","Sim, uma",Sim,"Sim, dois","Sim, três ou mais","Sim, três ou mais","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Sim,Ensino Superior completo (faculdade ou graduação),Não,Entre 1 e 2 horas,Não uso meu tempo para isso,Não,Não,Sim,Sim,Não,Sim,Não,Sim
2015,61175865,0,1,723958,12,21290023,1,1,"5,8574006","5,8574006","1,427879","328,651646","0,546967","280,53564",1,Preto(a),"Sim, uma","Sim, uma",Sim,"Sim, dois","Sim, um","Sim, um","Sim, um",Sim,Ensino Médio completo,Não,Ensino Médio completo,Sim,Mais de 2 horas,Mais de 2 horas,Não,Não,Sim,Não,Sim,Sim,Não respondeu/Não soube responder,Sim
2015,61175865,0,1,723958,12,21290022,1,1,"5,8574006","5,8574006","1,815618","350,013491","2,412999","384,832512",1,Pardo(a),"Sim, três ou mais","Sim, duas",Sim,"Sim, dois","Sim, três ou mais","Sim, três ou mais","Sim, três ou mais",Sim,Ensino Superior completo (faculdade ou graduação),Sim,Ensino Médio completo,Sim,Entre 1 e 2 horas,Menos de 1 hora,Não,Não,Sim,Sim,Sim,Sim,Não respondeu/Não soube responder,Sim
2015,61175865,0,1,723958,12,21290021,1,1,"5,8574006","5,8574006","1,327044","323,096307","2,438908","386,280627",1,Preto(a),"Sim, três ou mais","Sim, uma",Sim,"Sim, três ou mais","Sim, três ou mais","Sim, três ou mais","Sim, três ou mais",Sim,Ensino Médio completo,Sim,Ensino Superior completo (faculdade ou graduação),Sim,Mais de 2 horas,Menos de 1 hora,"Sim, uma vez",Não,Sim,Sim,Sim,Não,Não,Sim
2015,61175865,0,1,723958,12,21290020,1,1,"5,8574006","5,8574006","2,061174","363,541997","3,098706","423,158273",1,Preto(a),"Sim, duas","Sim, uma",Sim,"Sim, um","Sim, um","Sim, um","Sim, um",Sim,Ensino Superior completo (faculdade ou graduação),Não,Ensino Superior completo (faculdade ou graduação),Sim,Mais de 2 horas,Entre 1 e 2 horas,Não,Não,Sim,Sim,Sim,Não,Não,Não
2015,61175865,0,1,723958,12,21290019,1,1,"5,8574006","5,8574006","0,744857","291,021667","1,752981","347,94257",1,Não quero declarar,"Sim, três ou mais","Sim, duas",Sim,"Sim, dois","Sim, três ou mais","Sim, três ou mais","Sim, três ou mais",Sim,Ensino Médio completo,Sim,Ensino Médio completo,Sim,Entre 1 e 2 horas,Menos de 1 hora,"Sim, uma vez",Não,Sim,Não,Sim,Sim,Não,Sim
